komentar,label,komentar_cleaned_p1
gak ngalahin serunya main alexis17 .,1,gak ngalahin serunya main alexis17
Jumlah Dislike nya ilang😂😂,0,jumlah dislike nya ilang
gak salah pilih deh pake 𝘼𝙇𝙀𝙓𝙄𝙎17 . banget .,1,gak salah pilih deh pake alexis17 banget
"Sekali follow ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️, auto setia",1,sekali follow istanabet17 auto setia
we lungguh,0,we lungguh
Pengen nangis mobilnya hancur😢😢😢😢,0,pengen nangis mobilnya hancur
menteri ny banyak orang mulyono,0,menteri ny banyak orang mulyono
blh coba mandalika77,1,blh coba mandalika77
"fokus , sabar , main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1,fokus sabar main pluto 8 8
itu si rijal doyan banget main di ＰＵＬＡＵＷＩＮ. sampe kebeli motor,1,itu si rijal doyan banget main di pulauwin sampe kebeli motor
jangan salah pilih guys tetap ✿MANUT88✿ yang terbaik,1,jangan salah pilih guys tetap manut88 yang terbaik
"bro , bilang , 𝘼𝙇𝙀𝙓𝙄𝙎17 top markotop !",1,bro bilang alexis17 top markotop
"Swert Bonanja gacir banget hari ini, mantul",1,swert bonanja gacir banget hari ini mantul
"2:25 Itu kalau salah satu baterai habis, apakah layarnya mati??",0,2 25 itu kalau salah satu baterai habis apakah layarnya mati
"alexis'17 cba maen , jekpot gede",1,alexis 17 cba maen jekpot gede
Bapak lo gacor wkakakakakakak,0,bapak lo gacor wkakakakakakak
"alexis17 ! tuh emang ngerti kebutuhan membernya , kasih hadiah",1,alexis17 tuh emang ngerti kebutuhan membernya kasih hadiah
gila 𝘼𝙇𝙀𝙓𝙄𝙎17 fyp .,1,gila alexis17 fyp
Isi klaim prestasi orang lain😂,0,isi klaim prestasi orang lain
cepet pak kene pen delok lek,0,cepet pak kene pen delok lek
Reog Ponorogo Lg mau perform. barusan jalan dari Arah barat tugu,0,reog ponorogo lg mau perform barusan jalan dari arah barat tugu
Apa di hp saya aja ya volumenya kurang kenceg,0,apa di hp saya aja ya volumenya kurang kenceg
Keren pol,0,keren pol
48:32 paling seneng kalau om mobi udah ngomong hyendeeeeiii🤣,0,48 32 paling seneng kalau om mobi udah ngomong hyendeeeeiii
"​ @terangterusyuk haha pengkhayal yoo, pengkhayal Indonesia (c)emas 2045",0,terangterusyuk haha pengkhayal yoo pengkhayal indonesia c emas 2o45
𝐀G𝘜𝘚TO𝘛𝘖 tiap maen pasti hoki,1,agustoto tiap maen pasti hoki
kurang berapa lagi ini,0,kurang berapa lagi ini
", rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1,rame banget nih alexis17 tongkrongan
:face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,0,face purple crying face purple crying face purple crying face purple crying face purple crying
"seminggu main alexis17 , gue udah ganti kulkas pintu !",1,seminggu main alexis17 gue udah ganti kulkas pintu
"D 𝘖 Я 𝘼 𝟳 𝟳bikin ketagihan, pengen main terus dan terus! 😭",1,do ia a 7 7bikin ketagihan pengen main terus dan terus
 @croxell00  Yang jelas selain 02,0,croxelloo yang jelas selain o2
"stop woi haram, wong ra nduwe pendidikan stop slot",0,stop woi haram wong ra nduwe pendidikan stop slot
Brziko kalah ganteng sih 🎉,0,brziko kalah ganteng sih
"bayar tagihan bikin produktif , tetep produktif kayak alexis17 .",1,bayar tagihan bikin produktif tetep produktif kayak alexis17
Baru join gak sampai sejam udah pecah maxwin 😭🎉GA 𝐑𝐔𝐃a 𝐇𝐎 KI⚡️,1,baru join gak sampai sejam udah pecah maxwin ga ruda ho ki
ngasih terus itu web 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 ..,1,ngasih terus itu web bukit888
Ayo gess biar mereka gak dpt bonus,0,ayo gess biar mereka gak dpt bonus
"Udah WD 5 juta, emang terbaik 𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽.",1,udah wd 5 juta emang terbaik pulau777
"bener-bener situs terpercaya , recommended",1,bener bener situs terpercaya recommended
"Jika Anda menghargai komunitas yang solid, 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖mungkin cocok.",1,jika anda menghargai komunitas yang solid agustotomungkin cocok
Belimbing sayur .. ngerti apa ..,0,belimbing sayur ngerti apa
GAASSS XMAX BANG,0,gaasss xmax bang
the comments reflects the content,0,the comments reflects the content
bagus banget emang kaca filem wincos❤❤❤❤,0,bagus banget emang kaca filem wincos
" @mascar007  gw bayar pajak, mereka lah yang mikir punya kuasa juga",0,mascaroo7 gw bayar pajak mereka lah yang mikir punya kuasa juga
Ini ganteng proper parah si bang demen liat nya looks nya nice,0,ini ganteng proper parah si bang demen liat nya looks nya nice
kebagian macet aja jam segini kesituu,0,kebagian macet aja jam segini kesituu
6:04 tapi bapak sendiri merusak konstitusi demi ikut kompetisi,0,6 o4 tapi bapak sendiri merusak konstitusi demi ikut kompetisi
KEREN BANGET YA ALLAH,0,keren banget ya allah
"Keren banget! Menang banyak di 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O, auto liburan mewah!",1,keren banget menang banyak di agustoto auto liburan mewah
Udah pasti relate banget kalo dari ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️,1,udah pasti relate banget kalo dari istanabet17
petir 𝐊𝐨𝐢𝐒𝐋𝐎𝐓 dateng pas butuh hiburan !,1,petir koislot dateng pas butuh hiburan
@6G0D_  Ucapan cerminan kualitas dirimu,0,6god ucapan cerminan kualitas dirimu
Sering banget dapet sketer di sini,1,sering banget dapet sketer di sini
Rekomen bgt ＰＵＬＡＵＷＩＮ✅,1,rekomen bgt pulauwin
Menurut ku velg nya cocok aja karena mobil nya SUV,0,menurut ku velg nya cocok aja karena mobil nya suv
"Aslinya ada suaranya,meskipun itu suara Palsu",0,aslinya ada suaranya meskipun itu suara palsu
alexis17 superrrrrr bosku gac0r melayang,1,alexis17 superrrrrr bosku gacor melayang
enak ya kalau ulang tahun berang jogja,0,enak ya kalau ulang tahun berang jogja
Mobil dipo gimna tuh,0,mobil dipo gimna tuh
Setau gw si Pandji ini dl sering kritik Ahok y?,0,setau gw si pandji ini dl sering kritik ahok y
TURUT BERDUKA CITA ..  'Inna lillahi wa inna ilayhi raji'un'...,0,turut berduka cita inna lillahi wa inna ilayhi raji un
Menyakiti mobil emnga elu😂😂😂 wan wan,0,menyakiti mobil emnga elu wan wan
Raja Terakhir 😅 ASC👍,0,raja terakhir asc
"super happy berkat а𝘎𝙐𝙎𝐓ot𝑂 , rezeki melimpah !",1,super happy berkat agustoto rezeki melimpah
Intinya ini 2:16 - 2:26,0,intinya ini 2 16 2 26
10:12 emg pada ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─  ?,1,1o 12 emg pada ngga tau berkah99
Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener bikin nagih.,1,semua orang bilang alexis17 tuh bener bener bikin nagih
Bang bahas hp merk baru dari eropa INOI,0,bang bahas hp merk baru dari eropa inoi
"kalo alexis17 kuliah online , ngapain ?",1,kalo alexis17 kuliah online ngapain
belum,0,belum
istirahat po?,0,istirahat po
basmi judol.,0,basmi judol
"Belum beli aja, uda seneng banget..
Gimana klo uda munyain..",0,belum beli aja uda seneng banget gimana klo uda munyain
Loyo amat... Ngopi dulu mas,0,loyo amat ngopi dulu mas
tau rahasia sukses anak muda jaman now ? ya alexis17 !,1,tau rahasia sukses anak muda jaman now ya alexis17
mobil2 yg diluar fortunernya ko ga di tunjuk bang :p,0,mobil2 yg diluar fortunernya ko ga di tunjuk bang p
"acara puncak nya apa ya kakak""?",0,acara puncak nya apa ya kakak
"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 jekpot terus-terusan, beneran beda tempat ini",1,mandalika77 jekpot terus terusan beneran beda tempat ini
Kebagian Macey ,0,kebagian macey
wow dan salam dari saya,0,wow dan salam dari saya
Mantap gan,0,mantap gan
gila byd bagus banget jadinya,0,gila byd bagus banget jadinya
oh di samping,0,oh di samping
"gacur banget , wede auto seneng",1,gacur banget wede auto seneng
gokil sih 𝑨𝑳𝑬𝑿𝑰𝑺17 bonus nya gk berhenti .,1,gokil sih alexis17 bonus nya gk berhenti
panji akui ahok keren,0,panji akui ahok keren
maaf terlambat bang semangat ya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1,maaf terlambat bang semangat ya salam sgi88 gampang jepe
zzzzzz,0,zzzzzz
Berarti itu tandanya anda pura2 kaya....hahaha,0,berarti itu tandanya anda pura2 kaya hahaha
"𝐏𝐋𝐔𝐓𝐎𝟖𝟖 , tempatnya pemenang !",1,pluto88 tempatnya pemenang
"rezeki henti d𝐸wа𝐃or𝐀 , makasih !",1,rezeki henti dewadora makasih
"Baru maen lgsng jepe, sketer terus",1,baru maen lgsng jepe sketer terus
9:00 INI NGACO BANGET GILEEEEE!!!!,0,9 oo ini ngaco banget gileeeee
Konten motor mio bang zikoo🎉🎉🎉🎉🎉,0,konten motor mio bang zikoo
mumet ra,0,mumet ra
Hbd Kota Jogja semakin yes,0,hbd kota jogja semakin yes
"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, 5:41 hari-hari lebih bermakna",1,bersama mandalika77 5 41 hari hari lebih bermakna
"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin hidup gue simpel , asli . sumpah !",1,alexis17 bikin hidup gue simpel asli sumpah
cuma bisa menonton 😌,0,cuma bisa menonton
"orang mah gampang , pratek langsung tau bedanta",1,orang mah gampang pratek langsung tau bedanta
"gak nyangka 𝘼𝙇𝙀𝙓𝙄𝙎17 se-booming , keren abis ! fix .",1,gak nyangka alexis17 se booming keren abis fix
gue sih yes kalo diajak main alexis17 .,1,gue sih yes kalo diajak main alexis17
"judul yg tepat ""PPOO""",0,judul yg tepat ppoo
temen kampus gue aja sampe bikin grup bahas 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 doang .,1,temen kampus gue aja sampe bikin grup bahas pulauwin doang
Geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 Cair terus x100,1,geloo weton88 cair terus x1oo
pesan saya tolong hapus judi online terutama SQUAD777,1,pesan saya tolong hapus judi online terutama squad777
lagi persiapan,0,lagi persiapan
"Denger anak tetangga nyanyi, eh liriknya masukin nama ꧁PULAUWIN꧂.",1,denger anak tetangga nyanyi eh liriknya masukin nama pulauwin
"Untuk parwis masih dominan jb5 dan sr3, di akap muali banyak skyleder",0,untuk parwis masih dominan jb5 dan sr3 di akap muali banyak skyleder
semoga alexis17 sukses amin,1,semoga alexis17 sukses amin
aku gilaa kepilih 𝔹·Ø·𝕎·Ø·❼·𝟟 perkalian wild,1,aku gilaa kepilih bowo 7 perkalian wild
Bilal wajib diet!!,0,bilal wajib diet
EMOT APIIII,0,emot apiiii
ndek ndi lur,0,ndek ndi lur
"duit abis gara-gara belanja ? tenang , alexis17 .",1,duit abis gara gara belanja tenang alexis17
pasukan turah turah kuota nonton live ,0,pasukan turah turah kuota nonton live
Pasukan gohib ayo gabung di 𝐁𝐔𝐊𝐈𝐓𝟖𝟖8,1,pasukan gohib ayo gabung di bukit888
Salfok Editan pas Sticker sponsor Belkote hilang 😭😭,0,salfok editan pas sticker sponsor belkote hilang
Kocak banget main caturnya 😂,0,kocak banget main caturnya
"bosen , rame gara-gara p͎u͎l͎a͎u͎w͎i͎n͎ .",1,bosen rame gara gara pulauwin
​ @m.rakhapa jeco sama chery sama mesinnya phev nya?,0,m rakhapa jeco sama chery sama mesinnya phev nya
kali ini saya sangat mengapresiasi orang2 yang ngedislike video ini 🙏,0,kali ini saya sangat mengapresiasi orang2 yang ngedislike video ini
"d 𝑂 𝙍 𝐀 𝟳 𝟽 gacor , ga matinya",1,dora 7 7 gacor ga matinya
Harusnya banyak yang liat ini! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,harusnya banyak yang liat ini berkah99
"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin detik berharga , rezeki diduga !",1,dewador abikin detik berharga rezeki diduga
"jangan woyyy, nanti malah semakin dicecer wkwkwoo",0,jangan woyyy nanti malah semakin dicecer wkwkwoo
TOBAT WOYYYY,0,tobat woyyyy
"Semua jawaban ngawur, meleset semua",0,semua jawaban ngawur meleset semua
18:28 KAKK IRENEEEE LIAT LANGKAH BRILIAN DARI BRO PANDJIIIIIII,0,18 28 kakk ireneeee liat langkah brilian dari bro pandjiiiiiii
"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",1,berkah rezeki hari ini berkat weton88 puji syukur
sik iso ndelok lgsung neng kono meng seng ngarep,0,sik iso ndelok lgsung neng kono meng seng ngarep
"Jakpot besar tiap main di 𝐃𝘖𝑅𝘈𝟽𝟩, bener-bener puas banget!",1,jakpot besar tiap main di dora77 bener bener puas banget
KAPAN RABI??,0,kapan rabi
supir drone mantan Sumber Kencono...,0,supir drone mantan sumber kencono
Bang ke rumah akang mv ♥️,0,bang ke rumah akang mv hearts
Gatotkaca Wirajaya lakon kesayangan Sri Sultan Hamengku Buwana IX,0,gatotkaca wirajaya lakon kesayangan sri sultan hamengku buwana ix
WEDEHHH,0,wedehhh
Sayang banget ini upload tapi udah crash😢,0,sayang banget ini upload tapi udah crash
mending beli mie ayam,0,mending beli mie ayam
gua sih udah pasang alarm khusus buat jam gacor ALEXIS-17☯,1,gua sih udah pasang alarm khusus buat jam gacor alexis 17
"Cuma mau kasi masukan aja Bang, aku sering main di mandalika77 dan main disini sportif g selalu Rungkad bahkan sering dikasi menang",1,cuma mau kasi masukan aja bang aku sering main di mandalika77 dan main disini sportif g selalu rungkad bahkan sering dikasi menang
"𝖬𝖺𝗇𝗍𝗎𝗅𝗁0𝗄𝗂 aman, pembayaran bukan sekadar kata",1,mantulhoki aman pembayaran bukan sekadar kata
"wede , gacir banget sih",1,wede gacir banget sih
𝐤𝐞𝐭𝐢𝐧𝐠𝐠𝐚𝐥𝐚𝐧 𝟒 𝐦𝐞𝐧𝐢𝐭,0,ketinggalan 4 menit
Maklum sudah pikun. 😂😂,0,maklum sudah pikun
"Up Up Up.....aku juga baru coba bang!! gacir juga sltnya ya di  mandalika77  , pantes rame kali yang comment. hahaha..",1,up up up aku juga baru coba bang gacir juga sltnya ya di mandalika77 pantes rame kali yang comment hahaha
😂😂 kocak kalian,0,kocak kalian
alexis 17 gk kalah hki trus maen,1,alexis 17 gk kalah hki trus maen
sipaling mana2 cok alexis17 hduh,1,sipaling mana2 cok alexis17 hduh
Udah pada tau ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️ belum? Nih akun fenomenal!,1,udah pada tau istanabet17 belum nih akun fenomenal
Sekolah aja udah ada ko sekolah drifter,0,sekolah aja udah ada ko sekolah drifter
"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . beneran !",1,gue alexis17 aja beneran
punya ank bayi yg nggk bisa antengg mending live streaming aja ya,0,punya ank bayi yg nggk bisa antengg mending live streaming aja ya
Males banget ngeliatnya,0,males banget ngeliatnya
akhirnyaa salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1,akhirnyaa salam sgi88 gampang jepe
FUFU FAFAAA ?,0,fufu fafaaa
kapan mulai🗿,0,kapan mulai
parah bener BADAK69 memberikan yang terbaik GACOR HABIS,1,parah bener badak69 memberikan yang terbaik gacor habis
"keren banget bang , salam jepe 𝐒 𝙂ｉ𝟖 𝟖",1,keren banget bang salam jepe s gi8 8
MASI LAMA YAAA PENGEN KESANA GAADA YG NGANTERRRR UHUHUHU,0,masi lama yaaa pengen kesana gaada yg nganterrrr uhuhuhu
selamat ulang tahun Jogja..Jogja memang istimewa..😍 pengen nonton tapi aku di Kalimantan..🥺 tapi anak ku ada ikut meriahkan ultah Jogja..Mantrijeron semangat..🙏🙏,0,selamat ulang tahun jogja jogja memang istimewa pengen nonton tapi aku di kalimantan tapi anak ku ada ikut meriahkan ultah jogja mantrijeron semangat
Petir merah di Gates bikin aku mekswin,1,petir merah di gates bikin aku mekswin
temen gue ketagihan alexis17 .,1,temen gue ketagihan alexis17
 @AnggoroDps_9  joget dulu dong boy,0,anggorodps 9 joget dulu dong boy
"gacir banget , main 𝐒𝐆𝐈𝟖𝟖",1,gacir banget main sgi88
Umbulharjo hadirr,0,umbulharjo hadirr
"Baru coba, lgsng jepe pertama kali",1,baru coba lgsng jepe pertama kali
GD emang ngga pernah gagal buat bangun mobil sih,0,gd emang ngga pernah gagal buat bangun mobil sih
Di komen IG sampe ada yang reply “lu juga gak ngerti ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧ kan? gw kira cuma gw doang.”,1,di komen ig sampe ada yang reply lu juga gak ngerti pulauwin kan gw kira cuma gw doang
mana nih mandalika77 pantes bnyk yg promoin gila gampang jp nya,1,mana nih mandalika77 pantes bnyk yg promoin gila gampang jp nya
Modif Mio karbu aja bang 🔥,0,modif mio karbu aja bang
░M𝑨 N 𝑼 𝑻88░ selalu jadi alternatif yang pas untuk menghidupi keluargaku,1,ma nu t88 selalu jadi alternatif yang pas untuk menghidupi keluargaku
"gara-gara 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 , grup wa kantor rame banget .",1,gara gara pulauwin grup wa kantor rame banget
𝘼𝙇𝙀𝙓𝙄𝙎17 .,1,alexis17
turu penak,0,turu penak
"Solusinya terus mana, masalah semua",0,solusinya terus mana masalah semua
Mobil fitra eri ngga dicolek bro?,0,mobil fitra eri ngga dicolek bro
Dpt salam dr alex 😂,0,dpt salam dr alex
Yoh mulai Yoh selak subuh,0,yoh mulai yoh selak subuh
"Nggak nyangka, cuma main sebentar di A X 𝘓 𝟽 7 7-langsung dapet hasil yang luar biasa! 🏚",1,nggak nyangka cuma main sebentar di axl 7 7 7 langsung dapet hasil yang luar biasa
Kemaren baru beli mantap banget sih,0,kemaren baru beli mantap banget sih
Ahok..  dan Dedi mulyadi,0,ahok dan dedi mulyadi
pada ke situ ga?,0,pada ke situ ga
keren banget mandalika77 hampir tidak ada kerungkatan bro rasio kemenangannya tinggi banget gokil,1,keren banget mandalika77 hampir tidak ada kerungkatan bro rasio kemenangannya tinggi banget gokil
1 d trending gatuh🎉 ★Mandalika77★,1,1 d trending gatuh mandalika77
Coba mobil listrik mas,0,coba mobil listrik mas
the most correct way to watch live streaming,0,the most correct way to watch live streaming
JUNO4D mntap jiwa,1,juno4d mntap jiwa
halo koyo telpon,0,halo koyo telpon
"selamat ultah Jogja, mugi2 UMR e ditambah Karo TPA mulai dipikir nek pengen tambah maju wisatane, wes kangelan mbuang sampah kie masyarakat Jogja",0,selamat ultah jogja mugi2 umr e ditambah karo tpa mulai dipikir nek pengen tambah maju wisatane wes kangelan mbuang sampah kie masyarakat jogja
:hand-pink-waving:,0,hand pink waving
Dislike masssal,0,dislike masssal
"malam keberuntungan аg𝙐𝐒tо𝑇𝙊 , seru banget !",1,malam keberuntungan agustoto seru banget
kayak gw lagi ngobrol sama kakek persis jawaban nya ngelantur!!,0,kayak gw lagi ngobrol sama kakek persis jawaban nya ngelantur
"Gua bang, 😂",0,gua bang
Nih PULAUWIN kayaknya udah jadi bagian hidup orang-orang deh.,1,nih pulauwin kayaknya udah jadi bagian hidup orang orang deh
"Jika Anda menikmati permainan strategis, M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 mungkin menarik.",1,jika anda menikmati permainan strategis mandalika77 mungkin menarik
yg nyanyi namanya siapa?,0,yg nyanyi namanya siapa
baru tau rupanya 𝐗𝐔𝐗𝐔𝟒𝐃 paling bagus putarannya,1,baru tau rupanya xuxu4d paling bagus putarannya
Njir lah 3 jam cuma dengerin orang tua yapping,0,njir lah 3 jam cuma dengerin orang tua yapping
paten lah mandalika77 makasihhh,1,paten lah mandalika77 makasihhh
"modal , langsung dapet hasil gede ! rezeki 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 !",1,modal langsung dapet hasil gede rezeki suhu328
06:37 Gak pernah bosen nonton! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1,o6 37 gak pernah bosen nonton berkah99
"gampang pisan , hasilnya langsung kerasa",1,gampang pisan hasilnya langsung kerasa
kebanyakan di cina juga udh gk pake google,0,kebanyakan di cina juga udh gk pake google
udah pada tau ᗩᗷGᗯIᑎ belum lu orang?,1,udah pada tau akhegwiti belum lu orang
"loch - ""Left and Right""",0,loch left and right
"Alhamdulillah, rezeki lancar jaya berkat 𝐃𝑂𝑅A𝟽𝟳!",1,alhamdulillah rezeki lancar jaya berkat dora77
"maen lgsng jepe , sketer",1,maen lgsng jepe sketer
@ oh iya ketinggalan,0,oh iya ketinggalan
Ghacoorr nya kelewatan sumpah-Ga ru da Ho ki😡,1,ghacoorr nya kelewatan sumpah ga ru da ho ki
Selamat ulang tahun kota tercintaku🤍🤍,0,selamat ulang tahun kota tercintaku
tampilan nya bagus banget 🤩,0,tampilan nya bagus banget
Menit 18:12 ada aku nengok pke baju coklat ekekke,0,menit 18 12 ada aku nengok pke baju coklat ekekke
"menang 𝘿 𝑂 𝘙 𝘈 7 7 , denger cerita sukses orang !",1,menang dora 7 7 denger cerita sukses orang
𝐒𝐆𝐈𝟖𝟖 keren banget 😊,1,sgi88 keren banget
review supra plisss,0,review supra plisss
Sugeng ambal warso kota Jogja,0,sugeng ambal warso kota jogja
Saya suka gimana 🅿️🆄🅻🅰️🆄777 selalu update,1,saya suka gimana pulau 777 selalu update
"Cuma di sini, ⚡ALEXIS17⚡ emang gak pernah ngecewain!",1,cuma di sini alexis17 emang gak pernah ngecewain
"alexis'17 gua coba bentar , saldo langsung 2x lipat",1,alexis 17 gua coba bentar saldo langsung 2x lipat
"😂hp yg di beli ishowspeed kmren ,hp lipat canggih china",0,hp yg di beli ishowspeed kmren hp lipat canggih china
"main 𝐷𝘌𝘞𝐴𝘋𝑂𝐑𝘈 bikin happy banget , hasilnya gacir abis !",1,main dewadora bikin happy banget hasilnya gacir abis
"Modal receh, lgsng mekswin GG",1,modal receh lgsng mekswin gg
